Date,Name,Event ID,Legacy Id,Event Status,Partner,Engagement Activity Type,Venue Name,Street Address,City,State,Zip,NN2 Venue Market,NN2 Consortia Partner Target Market,Event Recap Type Id,Collaboration Partner(s),Digital Recap | Digital Event Engagement,Digital Recap | # of Digital Event Attendees,Digital Recap | TWITTER,Digital Recap | # of Tweets,Digital Recap | Twitter Impressions,Digital Recap | Twitter Engagement,Digital Recap | FACEBOOK,Digital Recap | # of Facebook posts,Digital Recap | Facebook Reach,Digital Recap | Facebook Engagement,Digital Recap | INSTAGRAM,Digital Recap | # of Instagram posts,Digital Recap | Instagram Reach,Digital Recap | Instagram Impressions,Digital Recap | Instagram Engagement,Digital Recap | TWITTER CHAT,Digital Recap | # of Twitter Chat Attendees,Digital Recap | Twitter Chat Engagement,Digital Recap | FACEBOOK LIVE,Digital Recap | # of Facebook Live Attendees,Digital Recap | Facebook Live Engagement,Digital Recap | WhatsApp Reach,Digital Recap | LinkedIn Reach,Digital Recap | Blog Engagement,Digital Recap | Google Analytics Page Views,Digital Recap | Target/Primary Population,In-Person Recap | Est # of attendees,In-Person Recap | Est # of  Engagement,In-Person Recap | Reach of Tactic,In-Person Recap | Target/Primary Population,Hybrid Recap | Est # of attendees,Hybrid Recap | # of In-Person Attendees,Hybrid Recap | # of Virtual Attendees,Hybrid Recap | Est # of Engagement,Hybrid Recap | Target/Primary Population,Hybrid Recap | Most Resonating Messages,Non-Digital Non-Event Recap | Reach,"Non-Digital Non-Event Recap | If printed, how many were distributed?",Admin Recap | Accomplishments,Hybrid Recap | Concerns,Admin Recap | Barriers to participation,Admin Recap | Concerns expressed,Admin Recap | Challenges,Admin Recap | Lessons Learned,Admin Recap | Governance Activities Summary,Admin Recap | Best-resonating message,Admin Recap | Other notes,Partners | Digital - CPGI,Partners | Digital - CEP,Partners | Digital - FQHC,Partners | Digital - DV,Partners | In-Person - CPGI,Partners | In-Person - CEP,Partners | In-Person - DV,Partners | In-Person - HPO,Partners | In-Person - FQHC,Partners | Hybrid - CPGI,Partners | Hybrid - CEP,Partners | Hybrid - DV,Partners | Hybrid - HPO,Partners | Hybrid - FQHC,Partners | NonDig NonEvent - CPGI,Partners | NonDig NonEvent - CEP,Partners | NonDig NonEvent - DV,Partners | NonDig NonEvent - HPO,Partners | NonDig NonEvent - FQHC,Legacy | Organization Name,Legacy Recap | Est # of attendees,Legacy Recap | Est # of Engagement 1,Legacy Recap | Est # of Engagement 2,Legacy Recap | Name of Organization,Legacy Recap | YOUTUBE,Legacy Recap | # of YouTube videos,Legacy Recap | YouTube Reach,Legacy Recap | YouTube Engagement,Legacy Recap | TWITTER,Legacy Recap | # of Tweets,Legacy Recap | Twitter Impressions,Legacy Recap | Twitter Engagement,Legacy Recap | FACEBOOK,Legacy Recap | # of Facebook posts,Legacy Recap | Facebook Reach,Legacy Recap | Facebook Engagement,Legacy Recap | INSTAGRAM,Legacy Recap | # of Instagram posts,Legacy Recap | Instagram Reach,Legacy Recap | Instagram Impressions,Legacy Recap | Instagram Engagement,Legacy Recap | Instagram Exp Audience Reach,Legacy Recap | Target/Primary Population,Legacy Recap | Accomplishments,Legacy Recap | Challenges,Legacy Recap | Lessons Learned,Legacy Recap | Best-resonating Messages,Legacy Recap | Governance Activities Summary,Legacy Recap | Concerns Expressed,Legacy Recap | Barriers to Participation,Legacy Recap | Tactics and strategies,Legacy Recap | Other Notes,Digital Recap | CTA,Digital Recap | CTA Text 1,Digital Recap | CTA Text 2,Digital Recap | CTA Text 3,Digital Recap | CTA Text 4,Hybrid Recap | CTA,Hybrid Recap | CTA Text 1,Hybrid Recap | CTA Text 2,Hybrid Recap | CTA Text 3,Hybrid Recap | CTA Text 4,In-Person Recap | CTA,In-Person Recap | CTA Text 1,In-Person Recap | CTA Text 2,In-Person Recap | CTA Text 3,In-Person Recap | CTA Text 4,Non-Digital Non-Event Recap | CTA,Non-Digital Non-Event Recap | CTA Text 1,Non-Digital Non-Event Recap | CTA Text 2,Non-Digital Non-Event Recap | CTA Text 3,Non-Digital Non-Event Recap | CTA Text 4,Research Facing,TYPE,sum,Recap Type Submitted,#-Total Social Media Posts,#-Total Social Media Impressions,#-Total Social Media Engagement,#-Total Social Media Reach,#-Total Digital Attendees,#-Total Digital Engagement,#-Total Attendees,#-Total Engagement,#-Total Reach,#-Total Page Views,#-Total Material Distributed,Target Population,Partners Recapped,CTA,CTA Text,Accomplishments,Challenges,Lessons Learned,Barriers to Participation,Best-resonating message,Concerns expressed,Other notes,Governance Activities Summary
2022-04-25,Southern University at Shreveport/DNA Day Twitter Chat,19706,,Finished,CPGI,Social Media,Central Time Zone,,,                                                                                                                                                                                                        ,60804,"Digital, Non-Event (social, digital advertising)","Shreveport, LA",4,Sci-port; Caddo Council on Aging; National Rural Health Association; American Association of Colleges of Nursing; and Pearls of Humanity (as individuals),0,0,,0,0,0,,0,0,0,,0,0,0,0,,52,52,,0,0,0,0,0,0,"Black, African or African American, Income - Middle, Income - Low, Hispanic, Latino or Spanish (H/L/S), Middle Eastern or North African (MENA), Native Hawaiian or Other Pacific Islander (NHPI), Older Adults, Rural, Sexual and Gender Minorities (LGBTQ), White/Caucasian",0,0,0,,0,0,0,0,,,0,0,,,,,,,,,,"Caddo Council on Aging (Community Council), Capitol Area Agency on Aging (Community Council), Pearls of Humanity Foundation (Alpha Kappa Alpha), Sci-Port Discovery Center, Southern University at Shreveport",,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,SOCIAL MEDIA,104,Digital,0,0,0,0,52,52,0,0,0,0,0,"Black, African or African American, Income - Middle, Income - Low, Hispanic, Latino or Spanish (H/L/S), Middle Eastern or North African (MENA), Native Hawaiian or Other Pacific Islander (NHPI), Older Adults, Rural, Sexual and Gender Minorities (LGBTQ), White/Caucasian","Caddo Council on Aging (Community Council), Capitol Area Agency on Aging (Community Council), Pearls of Humanity Foundation (Alpha Kappa Alpha), Sci-Port Discovery Center, Southern University at Shreveport",,,,,,,,,,
2022-04-27,Black Greek Letter Consortium/  National Pan-Hellenic Council Social Media ReportApril 2022,19797,,Finished,CPGI,Social Media,NPHC Headquarters,3951 Snapfinger Cir,Decatur,GA,30035,Admin,"Atlanta, GA",4,,0,0,,4,773,84,,4,1626,50,,4,1640,1722,118,,0,0,,0,0,0,0,0,0,"Black, African or African American",0,0,0,,0,0,0,0,,,0,0,,,,,,,,,,BGLC: NPHC - National Pan-Hellenic Council,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,SOCIAL MEDIA,6025,Digital,12,2495,252,3266,0,0,0,0,0,0,0,"Black, African or African American",BGLC: NPHC - National Pan-Hellenic Council,,,,,,,,,,
2022-04-27,Black Greek Letter Consortium/  Alpha Kappa Alpha Social Media Report April 2022,19807,,Finished,CPGI,Social Media,NPHC Headquarters,3951 Snapfinger Cir,Decatur,GA,30035,"Digital, Non-Event (social, digital advertising)","Atlanta, GA",4,,0,0,,4,17177,574,,4,30294,494,,4,50290,40691,1590,,0,0,,0,0,0,0,0,0,"Black, African or African American",0,0,0,,0,0,0,0,,,0,0,,,,,,,,,,BGLC: AKA – Alpha Kappa Alpha Sorority Inc.,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,SOCIAL MEDIA,141122,Digital,12,57868,2658,80584,0,0,0,0,0,0,0,"Black, African or African American",BGLC: AKA – Alpha Kappa Alpha Sorority Inc.,,,,,,,,,,
2022-04-27,Black Greek Letter Consortium/  Zeta Phi Beta Social Media Report April 2022,19804,,Finished,CPGI,Social Media,NPHC Headquarters,3951 Snapfinger Cir,Decatur,GA,30035,"Atlanta, GA / Target Market","Atlanta, GA",4,,0,0,,4,4016,316,,4,1040,282,,1,1194,1244,70,,0,0,,0,0,0,0,0,0,"Black, African or African American",0,0,0,,0,0,0,0,,,0,0,,,,,,,,,,"BGLC: Zeta - Zeta Phi Beta Sorority, Inc.",,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,SOCIAL MEDIA,8171,Digital,9,5260,668,2234,0,0,0,0,0,0,0,"Black, African or African American","BGLC: Zeta - Zeta Phi Beta Sorority, Inc.",,,,,,,,,,
2022-04-27,Black Greek Letter Consortium/  Phi Beta Sigma Social Media Report April 2022P,19805,,Finished,CPGI,Social Media,NPHC Headquarters,3951 Snapfinger Cir,Decatur,GA,30035,"Atlanta, GA / Target Market","Atlanta, GA",4,,0,0,,6,5509,381,,5,5935,153,,4,6941,7445,0,,0,0,,0,0,0,0,0,0,"Black, African or African American",0,0,0,,0,0,0,0,,,0,0,,,,,,,,,,"BGLC: SIGMA - Phi Beta Sigma Fraternity, Inc",,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,SOCIAL MEDIA,26379,Digital,15,12954,534,12876,0,0,0,0,0,0,0,"Black, African or African American","BGLC: SIGMA - Phi Beta Sigma Fraternity, Inc",,,,,,,,,,
2022-04-27,Black Greek Letter Consortium/  Kappa Alpha Psi Social Media Report April 2022,19799,,Finished,CPGI,Social Media,NPHC Headquarters,3951 Snapfinger Cir,Decatur,GA,30035,"Atlanta, GA / Target Market","Atlanta, GA",4,,0,0,,4,549,114,,4,7213,159,,5,2050,2554,322,,0,0,,0,0,0,0,0,0,"Black, African or African American",0,0,0,,0,0,0,0,,,0,0,,,,,,,,,,"BGLC: KAPPA - Kappa Alpha Psi Fraternity, Inc.",,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,SOCIAL MEDIA,12974,Digital,13,3103,595,9263,0,0,0,0,0,0,0,"Black, African or African American","BGLC: KAPPA - Kappa Alpha Psi Fraternity, Inc.",,,,,,,,,,
2022-04-27,Black Greek Letter Consortium/  Alpha Phi Alpha Social Media Report April 2022,19806,,Finished,CPGI,Social Media,NPHC Headquarters,3951 Snapfinger Cir,Decatur,GA,30035,"Digital, Non-Event (social, digital advertising)","Atlanta, GA",4,,0,0,,3,3653,145,,3,2310,73,,3,5930,0,326,,0,0,,0,0,0,0,0,0,"Black, African or African American",0,0,0,,0,0,0,0,,,0,0,,,,,,,,,,"BGLC: ALPHA - Alpha Phi Alpha Fraternity, Inc.",,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,SOCIAL MEDIA,12446,Digital,9,3653,544,8240,0,0,0,0,0,0,0,"Black, African or African American","BGLC: ALPHA - Alpha Phi Alpha Fraternity, Inc.",,,,,,,,,,
2022-04-27,Black Greek Letter Consortium/  Sigma Gamma Rho Social Media Report April 2022,19801,,Finished,CPGI,Social Media,NPHC Headquarters,3951 Snapfinger Cir,Decatur,GA,30035,"Atlanta, GA / Target Market","Atlanta, GA",4,,0,0,,4,3626,261,,4,8082,593,,4,6166,333,325,,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,,,0,0,,,,,,,,,,"BGLC: SGRho - Sigma Gamma Rho Sorority, Inc.",,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,SOCIAL MEDIA,19398,Digital,12,3959,1179,14248,0,0,0,0,0,0,0,,"BGLC: SGRho - Sigma Gamma Rho Sorority, Inc.",,,,,,,,,,
2022-04-27,YMCA of the Capital Area- Social Media ,19720,,Finished,CPGI,Social Media,AC Lewis ,350 S Foster Dr,Baton Rouge,LA,70806,Louisiana Regional Market - Baton Rouge,"Baton Rouge, LA",4,,0,0,,1,57,0,,1,688,5,,0,0,0,0,,0,0,,0,0,0,0,0,0,"Black, African or African American, Asian, Income - Middle, Income - Low, Hispanic, Latino or Spanish (H/L/S), Native Hawaiian or Other Pacific Islander (NHPI), Older Adults, Other",0,0,0,,0,0,0,0,,,0,0,,,,,,,,,,YMCA of the Capital Area,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,"Vanity URL, Hashtag",JoinAllOfUs.org,#joinAllofUs #NMHM19 #MinorityHealthMonth,,,,,,,,,,,,,,,,,,No,SOCIAL MEDIA,752,Digital,2,57,5,688,0,0,0,0,0,0,0,"Black, African or African American, Asian, Income - Middle, Income - Low, Hispanic, Latino or Spanish (H/L/S), Native Hawaiian or Other Pacific Islander (NHPI), Older Adults, Other",YMCA of the Capital Area,"Vanity URL, Hashtag","JoinAllOfUs.org, #joinAllofUs #NMHM19 #MinorityHealthMonth",,,,,,,,
2022-04-27,Greensboro AHEC / Social Media Report April 2022,19995,,Finished,CPGI,Social Media,Greensboro AHEC,1200 N Elm St,Greensboro,,27401,North Carolina,North Carolina,4,,0,0,,1,408,14,,7,216,8,,7,339,350,28,,0,0,,0,0,0,103,0,0,"Black, African or African American, Income - Low, Hispanic, Latino or Spanish (H/L/S), Native Hawaiian or Other Pacific Islander (NHPI), Older Adults, Rural, Sexual and Gender Minorities (LGBTQ), White/Caucasian, Other",0,0,0,,0,0,0,0,,,0,0,,,,,,,,,,Greensboro Area Health Education Center (AHEC),,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,Hashtag,,#womenshealth #AllofUs #JoinAllofUs #AllofUsResearch #precisionmedicine #NMHM22 #MinorityHealthMonth #WorldHealthDay #PublicHealthWeek,,,,,,,,,,,,,,,,,,No,SOCIAL MEDIA,1481,Digital,15,758,50,658,0,0,0,0,0,0,0,"Black, African or African American, Income - Low, Hispanic, Latino or Spanish (H/L/S), Native Hawaiian or Other Pacific Islander (NHPI), Older Adults, Rural, Sexual and Gender Minorities (LGBTQ), White/Caucasian, Other",Greensboro Area Health Education Center (AHEC),Hashtag,#womenshealth #AllofUs #JoinAllofUs #AllofUsResearch #precisionmedicine #NMHM22 #MinorityHealthMonth #WorldHealthDay #PublicHealthWeek,,,,,,,,
2022-04-27,Black Greek Letter Consortium/  Iota Phi Theta Social Media Report April 2022,19796,,Finished,CPGI,Social Media,NPHC Headquarters,3951 Snapfinger Cir,Decatur,GA,30035,Admin,Not a target market,4,,0,0,,6,2070,315,,4,2783,490,,5,3167,3397,112,,0,0,,0,0,0,0,0,0,"Black, African or African American",0,0,0,,0,0,0,0,,,0,0,,,,,,,,,,"BGLC: IOTA - Iota Phi Theta Fraternity, Inc.",,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,SOCIAL MEDIA,12349,Digital,15,5467,917,5950,0,0,0,0,0,0,0,"Black, African or African American","BGLC: IOTA - Iota Phi Theta Fraternity, Inc.",,,,,,,,,,
2022-04-28,CenterLink Cycle 3/April Social Media/ Center on Halsted,19836,,Finished,CPGI,Social Media,Digital,3656 N Halsted St,Chicago,IL,60613,"Chicago, IL / Target Market","Chicago, IL",4,,0,0,,0,0,0,,1,1408,94,,1,1210,1210,10,,0,0,,0,0,0,0,0,0,Sexual and Gender Minorities (LGBTQ),0,0,0,,0,0,0,0,,,0,0,,,,,,,,,,Center on Halsted (CenterLink),,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,SOCIAL MEDIA,3934,Digital,2,1210,104,2618,0,0,0,0,0,0,0,Sexual and Gender Minorities (LGBTQ),Center on Halsted (CenterLink),,,,,,,,,,
2022-04-28,Denver YMCA/ Social Media monthly report April 2022,19830,,Finished,CPGI,Social Media,Denver Metro YMCA,3901 E Yale Ave,Denver,CO,80210,Colorado,"Denver, CO",4,,0,0,,0,0,0,,5,249,9,,0,0,0,0,,0,0,,0,0,0,0,0,0,"Black, African or African American, Income - Middle, Income - Low, Hispanic, Latino or Spanish (H/L/S), Older Adults, White/Caucasian",0,0,0,,0,0,0,0,,,0,0,,,,,,,,,,YMCA of Metro Denver,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,"Vanity URL, Hashtag",JoinAllofUs.org/TogetherDenver.,#StayWithAllofUs,,,,,,,,,,,,,,,,,,Yes,SOCIAL MEDIA,263,Digital,5,0,9,249,0,0,0,0,0,0,0,"Black, African or African American, Income - Middle, Income - Low, Hispanic, Latino or Spanish (H/L/S), Older Adults, White/Caucasian",YMCA of Metro Denver,"Vanity URL, Hashtag","JoinAllofUs.org/TogetherDenver., #StayWithAllofUs",,,,,,,,
2022-04-28,CenterLink Cycle 3/April Social Media/LGBT Detroit,19834,,Finished,CPGI,Social Media,Digital,20025 Greenfield Rd,Detroit,MI,48235,"Detroit, MI / Target Market","Detroit, MI",4,,0,0,,1,60,1,,1,1115,1,,1,37,37,3,,0,0,,0,0,0,0,0,0,"Black, African or African American, Sexual and Gender Minorities (LGBTQ)",0,0,0,,0,0,0,0,,,0,0,,,,,,,,,,LGBT Detroit (CenterLink),,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,SOCIAL MEDIA,1257,Digital,3,97,5,1152,0,0,0,0,0,0,0,"Black, African or African American, Sexual and Gender Minorities (LGBTQ)",LGBT Detroit (CenterLink),,,,,,,,,,
2022-04-28,CenterLink Cycle 3/April Social Media/Brooklyn Community Pride Center,19839,,Finished,CPGI,Social Media,Digital,1561 Bedford Ave,Brooklyn,NY,11225,"New York, NY / Target Market","New York, NY",4,,0,0,,1,8066,58,,1,2835,116,,1,3764,5436,221,,0,0,,0,0,0,0,0,0,Sexual and Gender Minorities (LGBTQ),0,0,0,,0,0,0,0,,,0,0,,,,,,,,,,Brooklyn Community Pride Center (CenterLink),,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,Hashtag,,#JoinAllOfUs,,,,,,,,,,,,,,,,,,No,SOCIAL MEDIA,20499,Digital,3,13502,395,6599,0,0,0,0,0,0,0,Sexual and Gender Minorities (LGBTQ),Brooklyn Community Pride Center (CenterLink),Hashtag,#JoinAllOfUs,,,,,,,,
2022-04-28,CenterLink Cycle 3/April Social Media/Sacramento LGBT Community Center,19832,,Finished,CPGI,Social Media,Digital,1015 20th St,Sacramento,CA,95811,California,Not a target market,4,,0,0,,1,68,2,,1,4365,271,,1,806,858,164,,0,0,,0,0,0,0,0,0,Sexual and Gender Minorities (LGBTQ),0,0,0,,0,0,0,0,,,0,0,,,,,,,,,,Sacramento LGBT Community Center (CenterLink),,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,SOCIAL MEDIA,6537,Digital,3,926,437,5171,0,0,0,0,0,0,0,Sexual and Gender Minorities (LGBTQ),Sacramento LGBT Community Center (CenterLink),,,,,,,,,,
2022-04-28,CenterLink Cycle 3/April Social Media/Milwaukee LGBT Community Center,19838,,Finished,CPGI,Social Media,Digital,315 W Court St,Milwaukee,WI,53212,Wisconsin,Wisconsin,4,,0,0,,0,0,0,,1,39,9,,0,0,0,0,,0,0,,0,0,0,0,0,0,Sexual and Gender Minorities (LGBTQ),0,0,0,,0,0,0,0,,,0,0,,,,,,,,,,CenterLink,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,Hashtag,,JoinAllOfUs #ResearchAllOfUs #healthylifestyle #diversityandinclusion #mentalhealth,,,,,,,,,,,,,,,,,,No,SOCIAL MEDIA,49,Digital,1,0,9,39,0,0,0,0,0,0,0,Sexual and Gender Minorities (LGBTQ),CenterLink,Hashtag,JoinAllOfUs #ResearchAllOfUs #healthylifestyle #diversityandinclusion #mentalhealth,,,,,,,,
2022-04-29,THEARI/April Social Media Report,19917,,Finished,CPGI,Social Media,THEARI,10200 E Girard Ave,Denver,CO,80231,"Denver, CO / Target Market","Denver, CO",4,,0,0,,7,268,22,,7,496,61,,0,0,0,0,,0,0,,0,0,0,0,0,0,"Black, African or African American, American Indian or Alaska Native, Asian, Hispanic, Latino or Spanish (H/L/S), Native Hawaiian or Other Pacific Islander (NHPI), Older Adults, Rural, Sexual and Gender Minorities (LGBTQ), White/Caucasian",0,0,0,,0,0,0,0,,,0,0,,,,,,,,,,The Health Education and Resources Instititue (THEARI),,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,Vanity URL,JoinAllofUs.org/togetherDENVER,,,,,,,,,,,,,,,,,,,No,SOCIAL MEDIA,861,Digital,14,268,83,496,0,0,0,0,0,0,0,"Black, African or African American, American Indian or Alaska Native, Asian, Hispanic, Latino or Spanish (H/L/S), Native Hawaiian or Other Pacific Islander (NHPI), Older Adults, Rural, Sexual and Gender Minorities (LGBTQ), White/Caucasian",The Health Education and Resources Instititue (THEARI),Vanity URL,JoinAllofUs.org/togetherDENVER,,,,,,,,
2022-04-29,Monthly Social Media Report (April 2022),19773,,Finished,CPGI,Social Media,ACCESS ,2651 Saulino Court,Dearborn  ,MI                                                                                                                                                                                                      ,48120,Admin,"Detroit, MI",4,,0,0,,4,471,98,,0,0,0,,4,499,92,63,,0,0,,0,0,0,0,0,0,"Income - Middle, Income - Low, Middle Eastern or North African (MENA), White/Caucasian",0,0,0,,0,0,0,0,,,0,0,,,,,,,,,,Arab Community Center for Economic and Social Services (ACCESS),,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,Vanity URL,https://www.henryford.com/visitors/henry-ford-all-of-us,,,,,,,,,,,,,,,,,,,No,SOCIAL MEDIA,1231,Digital,8,563,161,499,0,0,0,0,0,0,0,"Income - Middle, Income - Low, Middle Eastern or North African (MENA), White/Caucasian",Arab Community Center for Economic and Social Services (ACCESS),Vanity URL,https://www.henryford.com/visitors/henry-ford-all-of-us,,,,,,,,
2022-04-29,NHMA/ Monthly Digital Engagement - April 2022,19851,,Finished,CPGI,Social Media,NHMA,1920 L St NW,Washington,DC,20036,Admin,Not a target market,4,,0,0,,4,1523,35,,4,361,23,,0,0,0,0,,0,0,,0,0,0,0,0,0,"Hispanic, Latino or Spanish (H/L/S)",0,0,0,,0,0,0,0,,,0,0,,,,,,,,,,National Hispanic Medical Association (NHMA),,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,"Vanity URL, Hashtag",You can apply for access: http://ResearchAllofUs.org,#ResearchAllofUs,,,,,,,,,,,,,,,,,,No,SOCIAL MEDIA,1950,Digital,8,1523,58,361,0,0,0,0,0,0,0,"Hispanic, Latino or Spanish (H/L/S)",National Hispanic Medical Association (NHMA),"Vanity URL, Hashtag","You can apply for access: http://ResearchAllofUs.org, #ResearchAllofUs",,,,,,,,
2022-04-29,April 2022 Social Media Metrics,20344,,Recapped,CEP,Social Media,AAHD,"110 N. Washington Street, Suite 407Rockville",Rockville,NY,20850,Maryland,Not a target market,4,"ADA National Network
Disability Action Center of Georgia, Inc., dba disABILITY LINK
United Spinal Association
Boston Center for Independent Living 
NACCHO
Lakeshore Foundation/NCHPAD
Progress Center for Independent Living
NACCHO
Spina Bifida Association
Center for Independent Living of South Florida
Atlantis Community, Inc.
TIRR ILRU",0,0,,63,8230,227,,79,22814,1345,,6,39649,6048,1252,,0,0,,0,0,0,0,0,0,Other,0,0,0,,0,0,0,0,,,0,0,,,,,,,,,,,American Association on Health and Disabilty (AAHD),,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,SOCIAL MEDIA,79713,Digital,148,14278,2824,62463,0,0,0,0,0,0,0,Other,American Association on Health and Disabilty (AAHD),,,,,,,,,,
2022-04-29,NACCHO Social Media Report April 2022,19894,,Finished,CPGI,Social Media,Digital - National,1201 I St NW,Washington,DC,20005,Washington D.C,Not a target market,4,,0,0,,13,4704,88,,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,Other,0,0,0,,0,0,0,0,,,0,0,,,,,,,,,,National Association of County and City Health Officials (NACCHO),,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,"Vanity URL, Hashtag, Bitly",JoinAllofUs.org/Together,#JoinAllofUs  / #NPHW / #NationalPublicHealthWeek /,bit.ly/togetherAoU / bit.ly/exploreAoU,,,,,,,,,,,,,,,,,No,SOCIAL MEDIA,4805,Digital,13,4704,88,0,0,0,0,0,0,0,0,Other,National Association of County and City Health Officials (NACCHO),"Vanity URL, Hashtag, Bitly","JoinAllofUs.org/Together, #JoinAllofUs  / #NPHW / #NationalPublicHealthWeek /, bit.ly/togetherAoU / bit.ly/exploreAoU",,,,,,,,
2022-04-30,Asian Health Coalition (Xilin) - Social Media Summary April,20078,,Finished,CEP,Social Media,Digital,Digital,Naperville,IL,60563,"Chicago, IL / Target Market","Chicago, IL",4,,0,0,,0,0,0,,1,8007,8007,,0,0,0,0,,0,0,,0,0,0,0,0,0,"Asian, Older Adults",0,0,0,,0,0,0,0,,,0,0,,,,,,,,,,,Asian Health Coalition,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,Hashtag,,#joinallofis #allofusarc,,,,,,,,,,,,,,,,,,No,SOCIAL MEDIA,16015,Digital,1,0,8007,8007,0,0,0,0,0,0,0,"Asian, Older Adults",Asian Health Coalition,Hashtag,#joinallofis #allofusarc,,,,,,,,
2022-04-30,Asian Health Coalition (SAAPRI-IAC) - Social Media Summary April,20085,,Finished,CEP,Social Media,Digital,Digital,Digital,IL,60613,"Chicago, IL / Target Market","Chicago, IL",4,,75,53,,7,1247,165,,8,528,93,,5,431,482,20,,0,0,,0,0,160,211,0,0,Asian,0,0,0,,0,0,0,0,,,0,0,,,,,,,,,,,Asian Health Coalition,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,Hashtag,,#joinallofus #allofusarc,,,,,,,,,,,,,,,,,,No,SOCIAL MEDIA,3485,Digital,20,1729,278,1330,53,75,0,0,0,0,0,Asian,Asian Health Coalition,Hashtag,#joinallofus #allofusarc,,,,,,,,
